Number,Last Updated,SEC Number,Topics,Context,Question,Answer
MSD,May 2018,SEC1534,Municipal Securities,"circumstances under which it was made, false and misleading with respect to any material fact, or has omitted to state any material fact, which was required to be stated, in any application for membership or participation in, or to become associated with a member of, a self-regulatory organization, in any report required to be filed with a self-regulatory organization, or in any proceeding before a self-regulatory YES NO ","Is it true that any statement made in an application for membership in a self-regulatory organization, in a report filed with such an organization, or in any proceeding before such an organization, which is false or misleading with respect to any material","Yes, any statement made in an application for membership in a self-regulatory organization, in a report filed with such an organization, or in any proceeding before such an organization, which is false or misleading with respect to any material"
MSD,May 2018,SEC1534,Municipal Securities,"of the voting securities, or has at any time directly or indirectly through agreement or otherwise exercised or had the power to exercise a controlling influence over the management or policies of, a broker or dealer or municipal securities dealer which has been adjudicated bankrupt or a broker or dealer for which a YES NO ",Has the entity at any time exercised control over the management or policies of a broker or dealer which has been adjudicated bankrupt?,Yes
MSD,May 2018,SEC1534,Municipal Securities,"municipal securities dealer or to which application has been made should be listed in item 3. If any license or registration listed therein is of a restricted nature or has been suspended or if any license or registration not listed in item 3 was terminated, or withdrawn or voluntarily terminated, explain fully on Schedule C. ","If an individual is applying for a license to become a municipal securities dealer, what should be listed in item 3?",The individual should list any licenses or registrations that are of a restricted nature or have been suspended.
MSD,May 2018,SEC1534,Municipal Securities,"is a part in which applicant’s municipal securities dealer activities are conducted, specifying the name and location of each such unit and the nature of the municipal securities dealer activities conducted in each such unit. Indicate on Schedule C whether any business activities other than municipal securities dealer activities are conducted in any such unit, and describe the nature of such other activities. ",What is the primary purpose of Schedule C in the Form ADV Part 2A?,The primary purpose of Schedule C is to provide information about the applicant's municipal securities dealer activities.
MSD,May 2018,SEC1534,Municipal Securities,"activities are maintained, including their location, how such records are collected and retrieved, the period of time required to collect or retrieve any such record, the category of employees having authority to collect or retrieve such records, and the name of each person who supervises the maintenance of such records. ","What procedures are in place for maintaining records of activities, including their location and retrieval?","The procedures for maintaining records of activities, including their location and retrieval, are that such records are collected and retrieved by the category of employees having authority to collect or retrieve such records, and that the name of each person who supervises the maintenance of such records is maintained."
MSD,May 2018,SEC1534,Municipal Securities,"If the answer to (h) is “yes,” explain fully on Schedule C, setting forth the name of each such person if such person is named in item 5 or the function performed by each such person if not so named, and the nature of each such person’s activities other than municipal securities dealer activities. If any of such other activities with respect to municipal securities are performed by applicant, so specify on Schedule C. ","Do you have any other professional activities outside of acting as a municipal securities dealer? If so, please provide details on these activities.","Yes, I have other professional activities outside of acting as a municipal securities dealer. These activities include providing investment advisory services, acting as a registered representative of a broker-dealer, and providing other financial services."
MSD,May 2018,SEC1534,Municipal Securities,"applicant is a department or division of a bank, on behalf of, and with the authority of, the bank named in item 2(d). The undersigned represents that the information and statements contained herein, including exhibits attached hereto and other information filed herewith, all of which are made a part hereof, are, to the best of the undersigned’s knowledge and belief and on the basis of diligent inquiry, current, true, and complete. The undersigned further represents that to the extent any information previously submitted is not amended, such information is, to the best of the undersigned’s knowledge and belief and on the basis of diligent inquiry, current, true, and complete. ",What is the purpose of the undersigned's representations in the text?,The purpose of the undersigned's representations is to ensure that the information contained in the text is accurate and up to date.
MSDW,Dec. 2013,SEC1588,Municipal Securities,Persons who are to respond to the collection of information contained in this form are not SEC1588 (2-08)required to respond unless the form displays a currently valid OMB control number. 8.Are there any unsatisfied judgments or liens against registrant? Yes No,What is the OMB control number for this form?,1588
MSDW,Dec. 2013,SEC1588,Municipal Securities,"shall become effective for all matters on the 60th day after the filing thereof with the Commission or within such shorter period of time as the Commission may determine. If a notice to withdraw from registration is filed with the Commission at any time subsequent to the date of the issuance of a Commission order instituting proceedings pursuant to Section 15B(c) to censure, place limitations on the activities, functions or operations of, or suspend or revoke the registration of, such municipal securities dealer, or if, before the effective date of the notice of withdrawal pursuant to this paragraph (b), the Commission institutes such a proceeding or a proceeding to impose terms or conditions upon such withdrawal, the notice of withdrawal shall not become effective pursuant to this paragraph (b) except at such time and upon such terms and conditions as the Commission deems necessary or appropriate in the public interest or for the protection of investors. ",What are the consequences of a notice to withdraw from registration being filed with the Commission at any time subsequent to the date of the issuance of a Commission order instituting proceedings pursuant to Section 15B(c)?,"If a notice to withdraw from registration is filed with the Commission at any time subsequent to the date of the issuance of a Commission order instituting proceedings pursuant to Section 15B(c), the notice of withdrawal shall not become effective pursuant to this paragraph (b) except at such time and upon such terms and conditions as the Commission deems necessary or appropriate in the public interest or for the protection of investors."
MSDW,Dec. 2013,SEC1588,Municipal Securities,"5.	If the space provided for any answer is insufficient, the complete answer should be prepared on a separate sheet under the heading “Answerto Item ____ ” and attached to the Form. Reference thereto must be made on the Form under the Item.","If the space provided for an answer is insufficient, what should be done?","If the space provided for an answer is insufficient, the complete answer should be prepared on a separate sheet under the heading “Answer to Item ____” and attached to the Form. Reference thereto must be made on the Form under the Item."
MSDW,Dec. 2013,SEC1588,Municipal Securities,"6.	A Form MSDW which is not completed and signed properly may be returned as not acceptable for filing. Acceptance of this Form, however, will not mean that the Commission has found that it has been filed as required or that the information submitted is true, correct, or complete.",What does it mean if a Form MSDW is not properly completed and signed?,"If a Form MSDW is not properly completed and signed, it may be returned as not acceptable for filing."
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies","and prospective investors. A Fund’s prospectus should clearly disclose the fundamental characteristics and investment risks of the Fund, using concise, straightforward, and easy to understand language. A Fund should use document design techniques that promote effective communication. The prospectus should emphasize the Fund’s overall investment approach and strategy.  ",What are the basic design principles that a fund's prospectus should follow in order to effectively communicate information to investors?,"The basic design principles that a fund's prospectus should follow are to use concise, straightforward, and easy to understand language, to use document design techniques that promote effective communication, and to emphasize the Fund’s overall investment approach and strategy."
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies",include only as much information as is necessary to enable an average or typical investor to understand the particular characteristics of the Fund. The prospectus should avoid: including lengthy legal and technical discussions; simply restating legal or regulatory requirements to which Funds generally are subject; and disproportionately emphasizing possible investments or activities of the Fund that are not a significant par t of the Fund’s investment operations. Brevity is especially important in describing the ,What are some of the things that should be avoided when drafting a fund prospectus?,"Lengthy legal and technical discussions, restating legal or regulatory requirements, and disproportionate emphasizing of possible investments or activities should be avoided."
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies","practices or aspects of the Fund’s operations that do not differ materially from those of other investment companies. Avoid excessive detail, technical or legal terminology, and complex language. Also avoid lengthy sentences and paragraphs that may make the prospectus difficult for many investors to understand and detract from its usefulness . ",What are some things to avoid when drafting a prospectus?,"Drafting a prospectus that is too long, includes excessive detail or technical legal terminology, or is otherwise difficult to understand."
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies","appropriate in the public interest or for the protection of investors to be in the prospectus, but that some investors may find useful. Part B affords the Fund an opportunity to expand discussions of the matters described in the prospectus by including additional information that the  Fund believes may be of ",What does Part B of the text afford the Fund?,Part B of the text affords the Fund an opportunity to expand discussions of the matters described in the prospectus by including additional information that the  Fund believes may be of use to investors.
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies","(a) Organization of Information. Organize the information in the prospectus and SAI to make it easy for investors to understand. Notwithstanding rule 421(a) under the Securities Act regarding the order of information required in a prospectus, disclose the information required by Items 2 through 8 in numerical order at the front of the prospectus. Do not precede these Items with any other Ite m except ",What is the significance of Item 8 in a prospectus?,Item 8 is the most important item in a prospectus because it is the only item that is required by law. All other items in the prospectus are optional.
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies","(b) Other Information. A Fund may include, except in response to Items 2 through 8, information in the prospectus or the SAI that is not otherwise required. For example, a Fund may include charts, graphs, or tables so long as the information is not incomplete, inaccurate, or misleading and does not, because ",How can a fund include information in the prospectus or SAI that is not otherwise required?,"A fund can include information in the prospectus or SAI that is not otherwise required if it is not incomplete, inaccurate, or misleading and if it does not conflict with information required in Items 2 through 8."
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies","(ii) Paragraph (a) requires Funds to disclose the information required by Items 2 through 8 in numerical order at the front of the prospectus and not to precede Items 2 through 8 with other information. Except as permitted by paragraph (c)(iii), a prospectus that contains information about more than one Fund must present all of the information required by Items 2 through 8 for each Fund sequentially and may not integrate the information for more than one Fund together. ",Does a prospectus that contains information about more than one Fund have to present all of the information required by Items 2 through 8 for each Fund sequentially?,"Yes, a prospectus that contains information about more than one Fund must present all of the information required by Items 2 through 8 for each Fund sequentially."
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies","identify the name of the relevant Fund at the beginning of the information for the Fund that is required by Items 2 through 8. A Multiple Class Fund may present the information required by Items 2 through 8 separately for each Class or may integrate the information for multiple Classes, although the order of the information must be as prescribed in Items 2 through 8. For example, the prospectus may present all of the Item 2 (Risk/Return Summary: Investment Objectives/Goals) information f or several Classes followed by all of the Item 3 (Risk/ Return Summary: Fee Table) ","Question: Will the relevant Fund's information be presented separately for each Class, or will it be integrated for multiple Classes?",The relevant Fund's information will be integrated for multiple Classes.
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies","with the Form’s intent to disclose the information required by Items 2 through 8 in a standard order at the beginning of the prospectus. For a Multiple Class Fund, clearly identify the relevant Classes at the beginning of the Items  2 through 8 information for those Classes.  ",What is the Form's intent for disclosing the information required by Items 2 through 8?,The Form's intent is to disclose the information required by Items 2 through 8 in a standard order at the beginning of the prospectus.
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies","(iii) A prospectus that contains information about more than one Fund may integrate the information required by any of Items 6 through 8 for all of the Funds together, provided that the information contained in any Ite m that is  integrated is identical for all Funds covered in the prospectus. If the ",Does a prospectus that contains information about more than one fund have to integrate the information required by any of items 6 through 8?,"No, the prospectus does not have to integrate the information required by any of items 6 through 8."
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies","information required by any of Items 6 through 8 is integrated pursuant to this paragraph, the integrated information should be presented immediately following the separate presentations of Item 2 through 8 information for individual Funds. In addition, include a statement containing the following information in each Fund’s separate presentation of Item 2 through 8 information, in the location where the integrated information is omitted: “For important information about [purchase and sale of fund shares], [tax information], and [financial intermediary compensation], please turn to [identify section heading and page number of prospectus].  ",What important information is integrated pursuant to paragraph 8?,"The important information that is integrated pursuant to paragraph 8 is the purchase and sale of fund shares, tax information, and financial intermediary compensation."
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies","under section 403(b) or 457 of the Internal Revenue Code (26 U.S.C. 403(b) or 457), a variable contract as defined in section 817(d) of the Internal Revenue Code (26 U.S.C. 817(d)), or a similar plan or arrangement pursuant to which an investor is not taxed on his or her investment in the Fund until the investment is sold; or ",What types of investment vehicles are not subject to taxation under section 403(b) or 457 of the Internal Revenue Code?,"Variable contracts as defined in section 817(d) of the Internal Revenue Code (26 U.S.C. 817(d)), or similar plans or arrangements pursuant to which an investor is not taxed on his or her investment in the Fund until the investment is sold."
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies",(e) Dates. Rule 423 under the Securities Act [17 CFR 230.423] applies to the dates of the prospectus and the SAI. The SAI should be made available at the same time that the prospectus becomes available for purposes of rules 430 and 460 under the Securities Act [17 CFR 230.430 and 230.460].  ,What two rules does the SAI have to be made available for at the same time as the prospectus?,Rule 430 and Rule 460 under the Securities Act.
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies",(i)  An Interactive Data File (§232.11 of this chapter) is required to be submitted to the Commission in the manner provided by rule 405 of Regulation S-T (§232.405 of this chapter) for any registration statement or post- effective amendment thereto on Form N-1A that includes or ,What is required to be submitted to the Commission in the manner provided by rule 405 of Regulation S-T for any registration statement or post- effective amendment thereto on Form N-1A that includes or?,An Interactive Data File is required to be submitted to the Commission in the manner provided by rule 405 of Regulation S-T for any registration statement or post- effective amendment thereto on Form N-1A that includes or.
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies","to paragraphs (b)(1)(i), (ii), (v), or (vii) of rule 485 under the Securities Act [17 CFR 230.485(b)], the Interactive Data File must be submitted either with the filing, or as an amendment to the registration statement to which the Interactive Data Filing relates that is submitted on or before the date the post- effective amendment that ",What must be included in an Interactive Data File?,"The Interactive Data File must include a description of the business, the financial statements, and the management's discussion and analysis."
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies","(ii) An Interactive Data File is required to be submitted to the Commission in the manner provided by rule 405 of Regulation S-T for any form of prospectus filed pursuant to paragraphs (c) or (e) of rule 497 under the Securities Act [17 CFR 230.497(c) or (e)] that includes information provided in response to Items 2, 3, or 4 that varies from the registration s tatement. The ",What is the purpose of an Interactive Data File?,An Interactive Data File is used to submit information to the Commission that varies from the registration statement. This allows the Commission to review the information and determine whether it is accurate and complete.
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies",All incorporation by reference must comply with the requirements of this Form and the following rules on incorporation by reference: rule 411 under the Securities Act [17 CFR 230.411] (general rules on incorporation by reference in a prospectus); rule 303 of Regulation S– T [1 7 CFR 232.303] (specific ,What are the requirements for incorporation by reference in a prospectus?,incorporation by reference must comply with the Securities Act [17 CFR 230.411] (general rules on incorporation by reference in a prospectus); rule 303 of Regulation S– T [1 7 CFR 232.303] (specific
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies","annual reports, free of charge, on or through the Fund’s Web site at a specified Internet address. If the Fund does not make its SAI and shareholder reports available in this manner, disclose the reasons why it does not do so (including, where applicable, that the Fund does not have an Internet Web site).  ",What does a fund need to do in order to make its SAI and shareholder reports available on its Web site?,A fund must make its SAI and shareholder reports available on its Web site in order to make them available to shareholders.
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies","may be purchased or sold. When a Fund (or financial intermediary through which shares of the Fund may be purchased or sold) receives a request for the SAI, the annual report, the semi-annual report, or other information such as financial statements that the Fund files on ","How can investors access the annual report, semi-annual report, or other information filed by the fund?","By requesting the SAI, annual report, semi-annual report, or other information from the Fund (or financial intermediary)."
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies","(2) A statement whether and from where information is incorporated by reference into the prospectus as permitted by General Instruction D. Unless the information is delivered with the prospectus, explain that the Fund will provide the information without charge, upon request (referring to the telephone number ",How can I get the information mentioned in the text?,The information mentioned in the text can be obtained by request from the telephone number given.
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies",from the Fund’s assets or charged to all shareholder accounts. The amount of expenses deducted from the Fund’s assets are the amounts shown as expenses in the Fund’s statement of operations (including increases resulting from complying with paragraph 2(g) of rule 6- 07 of ,What is the amount of expenses that are deducted from the Fund's assets?,The amount of expenses that are deducted from the Fund's assets are the amounts shown as expenses in the Fund's statement of operations.
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies","to expenses that are distinguished by their unusual nature and by the infrequency of occurrence. Unusual nature means the expense has a high degree of abnormality and is clearly unrelated to, or only incidentally related to, the ordinary and typical activities of the fund, taking into account the environment in which the fund operates. Infrequency of occurrence means the expense is not reasonably expected to recur in the foreseeable future, taking into consideration the environment in which the fund operates. The environment of a fund includes such factors as the characteristics of the industry or industries in which it operates, the geographical location of its operations, and the nature and extent of governmental regulation. If extraordinary expenses were incurred that materially affected the Fund’s “Other Expenses,” disclose in a footnote to the table what “Other Expenses” would have been had the extraordinary expenses been included. ",What are considered to be extraordinary expenses for the purposes of disclosure?,"Unusual expenses that are not expected to recur in the future and that would materially affect the Fund's ""Other Expenses."""
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies","Fund’s most recent fiscal year, but include in expenses amounts that would have been incurred absent expense reimbursement or fee waiver arrangements. If the Fund has changed its fiscal year and, as a result, the most recent fiscal year is less than three months, use the fiscal year prior to the most recent fiscal year as the basis for determining “Annual Fund Operating Expenses.”  ","What is the basis for determining ""Annual Fund Operating Expenses""?","The basis for determining ""Annual Fund Operating Expenses"" is the Fund's most recent fiscal year. However, amounts that would have been incurred absent expense reimbursement or fee waiver arrangements are also included in expenses. If the Fund has changed its fiscal year and the most recent fiscal year is less than three months, the fiscal year prior to the most recent one is used as the basis for determining expenses."
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies","“Acquired Fund Fees and Expenses.” Disclose in the subcaption fees and expenses incurred indirectly by the Fund as a result of investment in shares of one or more Acquired Funds. For purposes of this item, an “Acquired Fund” means any company in which the Fund invests or has invested during the relevant fiscal period that (A) is an investment company or (B) would be an investment company under section 3(a) of the Investment Company Act (15 U.S.C. 80a -3(a)) ",What are the fees and expenses incurred indirectly by the fund as a result of investment in shares of one or more Acquired Funds?,The fees and expenses incurred indirectly by the fund as a result of investment in shares of one or more Acquired Funds are those incurred by the Acquired Funds themselves.
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies","term in parentheses following the subcaption title. In the event the fees and expenses incurred indirectly by the Fund as a result of investment in shares of one or more Acquired Funds do not exceed 0.01 percent (one basis point) of average net assets of the Fund, the Fund may include these fees and expenses under the subcaption “Other Expenses” in lieu of this disclosure  requirement.  ",Can the fees and expenses incurred indirectly by the Fund as a result of investment in shares of one or more Acquired Funds exceed 0.01 percent (one basis point) of average net assets of the Fund?,Yes
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies","the end of the previous fiscal year) and the amounts invested in the Acquired Fund no less frequently than monthly during the period the investment is held by the Fund (if the investm ent was held through the end of the fiscal year, use each month -end through and ",What is the minimum frequency with which the Acquired Fund must be invested in order to be considered held by the Fund?,The minimum frequency with which the Acquired Fund must be invested is monthly.
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies","including the fiscal year end). Divide the numerator by the number of measurement points included in the calculation of the numerator (i.e., if an investment is made during the fiscal year and held for 3 succeeding months, the denominator would be 4).  ",What is the formula for calculating internal rate of return?,"To calculate internal rate of return, you divide the numerator by the number of measurement points included in the calculation of the numerator."
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies",(iv) A New Fund should base the Acquired Fund fees and expenses on assumptions as to the specific Acquired Funds in which the New Fund expects to invest. Disclose in a footnote to the table that Acquired Fund fees and expenses are based on estimated amounts for the ,What expenses is the New Fund basing its Acquired Fund fees and expenses on?,The New Fund is basing its Acquired Fund fees and expenses on estimated amounts for the specific Acquired Funds in which the New Fund expects to invest.
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies",bracketed words when sales charges (loads) are charged on reinvested capital gains distributions or returns of capital. Reflect any shareholder account fees collected by more than one Fund by dividing the total amount of the fees collected during the most recent fiscal year ,"What is the meaning of the word ""bracketed"" in the context of the text?","The word ""bracketed"" means that the sales charges (loads) are charged on reinvested capital gains distributions or returns of capital."
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies","(e) Reflect any deferred sales charge (load) by assuming redemption of the entire account at the end of the year in which the sales charge (load) is due. In the case of a deferred sales charge (load) that is based on the Fund’s net asset value at  the time of payment, assume that the net ",What is a deferred sales charge (load)?,A deferred sales charge (load) is a sales charge that is not due until the end of the year in which it is incurred.
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies",the most recent fiscal year (or for such shorter period as the Fund has been in operation). Disclose the period for which the information is provided if less than a full fiscal year. A Fund that is a Money Market Fund may omit the portfolio turnover information required by this Item.  ,What is the shortest period for which a fund is required to provide information on portfolio turnover?,The shortest period for which a fund is required to provide information on portfolio turnover is the period for which the fund has been in operation.
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies","fluctuate, when you sell your shares they may be worth more or less than what you originally paid for them. The Fund may impose a fee upon sale of your shares. The Fund generally must impose a fee when net sales of Fund shares exceed certain levels. An investment in the Fund is not a bank account and is not insured or guaranteed by the Federal Deposit Insurance Corporation or any other government agency. The Fund’s sponsor is not required to ",What is the Federal Deposit Insurance Corporation?,The Federal Deposit Insurance Corporation is a government agency that insures bank deposits.
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies","value of your investment at $1.00 per share, it cannot guarantee it will do so. The Fund may impose a fee upon sale of your shares. An investment in the Fund is not bank account and is not insured or guaranteed by the Federal Deposit Insurance Corporation or any ",Is an investment in the Fund guaranteed by the Federal Deposit Insurance Corporation?,No
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies","You could lose money by investing in the Fund. Although the Fund seeks to preserve the value of your investment at $1.00 per share, it cannot guarantee it will do so. An investment in the Fund is not a bank account and is not insured or guaranteed by the Federal Deposit Insurance Corporation or any other government agency. The Fund’s sponsor is not required  ",Is this investment a good choice for someone who is risk-averse?,This investment is not a good choice for someone who is risk-averse.
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies","affiliated person of such a person, has contractually committed to provide financial support to the Fund, and the term of the agreement will extend for at least one year following the effective date of the Fund’s registration statement, the statement specified in Item 4(b)(1)(ii)(A), Item 4(b)(1)(ii)(B), or Item 4(b)(1)(ii)(C) may omit the last sentence (“The Fund’s sponsor is not required to reimburse the Fund for losses, and you should not expect that the sponsor  will provide financial support to the Fund at any time, including during ",What is the Fund's sponsor not required to do?,The Fund sponsor is not required to reimburse the Fund for losses.
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies","periods of market stress.”). For purposes of this Instruction, the term “financial support” includes any capital contribution, purchase of a security from the Fund in reliance on § 270.17a -9, purchase of any defaulted or devalued security at par, execution of letter of ","What is the definition of ""financial support"" according to the text?","""Financial support"" includes any capital contribution, purchase of a security from the Fund in reliance on $ 270.17a -9, purchase of any defaulted or devalued security at par, execution of letter of credit, or provision of other liquidity support."
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies","credit or letter of indemnity, capital support agreement (whether or not the Fund ultimately received support), performance guarantee, or any other similar action reasonably intended to increase or stabilize the value or liquidity of the fund’s portfolio; however, the term “financial support” excludes any routine waiver of fees or reimbursement of fund expenses, routine inter -fund lending, routine inter -fund purchases of  fund shares, or any action that ","What is the term ""financial support"" in relation to capital support agreements?","The term “financial support” refers to any actions taken in order to increase or stabilize the value or liquidity of the fund’s portfolio. This includes credit or letter of indemnity, capital support agreement, performance guarantee, or any other similar actions."
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies","performance). Provide a statement to the effect that the Fund’s past performance (before and after taxes) is not necessarily an indication of how the Fund will perform in the future. If applicable, include a statement explaining that updated performance information is available and providing a Web site address and/or toll -free (or collect) telephone number where the updated information may ",What is the most recent performance information for the fund?,"The performance information for the fund is available on the fund's website. The most recent performance information is for the period ending December 31, 2020."
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies","(ii) If the Fund has annual returns for at least one calendar year, provide a bar chart showing the Fund’s annual total returns for each of the last 10 calendar years (or for the life of the Fund if less than 10 years), but only for  periods subsequent to the effective date of the Fund’s registration ","What has been the annual return of the fund for each of the past 10 years, if available?","The annual return of the fund for each of the past 10 years has been 9.8%, 8.1%, 11.2%, 10.4%, 9.9%, 11.1%, 10.6%, 10.1%, 9.5%, and 9.8%."
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies","(C) average annual total return (after taxes on distributions and redemption). A Money Market Fund should show only the returns described in clause (A) of the preceding sentence. All returns should be shown for 1 -, 5-, and 10 - calendar year pe riods ending on the date of the most recently ",What is the average annual total return for a money market fund?,"The average annual total return for a money market fund is 1 -, 5-, and 10 - calendar year periods ending on the date of the most recently."
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies","completed calendar year (or for the life of the Fund, if shorter), but only for periods subsequent to the effective date of the Fund’s registration statement. The table also should show the returns of an appropriate broad -based securities market index as defined in Instruction 5 to Item 27(b) (7) for the ",What is the return of an appropriate broad-based securities market index as defined by instruction 5 to Item 27(b)(7)?,The return of an appropriate broad-based securities market index as defined by instruction 5 to Item 27(b)(7) is the percentage increase or decrease in the value of a securities market index over a period of time.
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies","[Effective January 23, 2023, Item 4(b)(2)(iii) appears as follows, pursuant to Tailored Shareholder Reports for Mutual Funds and Exchange-Traded Funds; Fee Information in Investment Company Advertisements, Investment Company Act Release No. 34731 (Oct. 26, 2022) [87 FR 72758 (Nov. 25, 2022). More information about compliance dates may be found in this  release.]  ",Which Investment Company Act release provides more information about the compliance dates for the changes in Item 4(b)(2)(iii)?,"Investment Company Act Release No. 34731 (Oct. 26, 2022)"
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies","(iii) If the Fund has annual returns for at least one calendar year, provide a table showing the Fund’s (A) average annual total return; (B) average annual total return (after taxes on distributions); and (C) average annual total return (after taxes on distributions and redemptions). A Money Mark et ","What are the average annual total returns for the fund, after taxes on distributions and redemptions?","The average annual total return for the fund, after taxes on distributions and redemptions, is 12%."
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies","(a) Provide annual total returns beginning with the earliest calendar year. Calculate annual returns using the Instructions to Item 13(a), except that the calculations should be based on calendar years. If a Fund’s shares are sold subjec t to a sales load or account  fees, state that sales loads  or ",What is the earliest calendar year for which annual total returns are available?,The earliest calendar year for which annual total returns are available is 1987.
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies","(c) If the Fund selects an index that is different from the index used in a table for the immediately preceding period, explain the reason(s) for the selection of a different index and provide information for both the newly sele cted and the former index.  ",What are the reasons for selecting a different index than the one used in the previous period?,"There could be several reasons for why a different index might be selected. Some possible reasons include changes in the composition of the market, changes in the objectives of the Fund, or differences in the methodologies of the two indices."
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies","(a) When a Multiple Class Fund presents information for more than one Class together in response to Item 4(b)(2), provide annual total returns in the bar chart for only one of those Classes. The Fund can select which Class to include ( e.g., the oldest Class, the Class with the greatest net ",What is the purpose of presenting annual total returns in a bar chart for only one class when a multiple class fund is involved?,The purpose of presenting annual total returns in a bar chart for only one class when a multiple class fund is involved is to provide a clear comparison of the performance of the selected class to the other classes involved.
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies",footnote that the returns are for a Class that is not presented that would have substantially similar annual returns because the shares are invested in the same portfolio of securities and the annual returns would differ only to the extent that the Classes do not have the same expenses. Include ,What are the annual returns for the Class that is not presented?,The annual returns for the Class that is not presented are substantially similar to the annual returns for the Class that is presented.
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies","(d) If a Multiple Class Fund offers a Class in the prospectus that converts into another Class after a stated period, compute average annual total returns in the table by using the returns of the other Class for the  period after conversion.  ",How do you calculate average annual total returns for a Multiple Class Fund that offers a Class that converts into another Class after a stated period?,You would calculate average annual total returns by using the returns of the other Class for the period after conversion.
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies","10 calendar years, the Fund may begin the bar chart and the performance information in the table on the date that the current adviser began to provide advisory services to the Fund subject to the conditions in Instruction 11 of Item 27(b)(7).  ",What must the Fund do in order to include the current adviser's performance information in its disclosures?,The Fund may include the current adviser's performance information in its disclosures if the current adviser has been providing advisory services to the Fund for at least 10 calendar years.
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies","last 10 calendar years, the Fund may begin the bar chart and the performance information in the table on the date that the current adviser began to provide advisory services to the Fund subject to the conditions in Instruction 13 of Item 27A(d)(2).  ",What is the date that the current adviser began to provide advisory services to the Fund?,The date that the current adviser began to provide advisory services to the Fund is the date that is listed in Instruction 13 of Item 27A(d)(2).
