Number,Last Updated,SEC Number,Topics,Context
MA,Sept. 2013,,"Securities Exchange Act of 1934, Municipal Advisors","websites for unauthorized purposes, followed by some brief instructions.  At the bottomof the screen, you will see a button that says “Press Here to Begin,” through which youcan access Form ID.  Make sure that you specify municipal advisors , where indicated,"
MA,Sept. 2013,,"Securities Exchange Act of 1934, Municipal Advisors","officer of the state in which the firm maintains its principal office and place of businessas the firm’s agent to receive service of process.  You are also attesting to the truth andcorrectness of the informat ion provided in the form.  In addition, you are declaring on"
MA,Sept. 2013,,"Securities Exchange Act of 1934, Municipal Advisors","must use the version of the Execution Page that is specifically required for such firms.  (See General Instruction 6.)  On this page, you are attesting to the truth and correctness of the information the firm is providing on the form and making the same representations as a U.S. firm regarding books and records.  Additionally, the signatory is agreeing on behalf of the firm to provide, at the firm’s own expense, current, correct, and complete copies of the firm’s books and records to the SEC  upon request.  A non- resident "
MA,Sept. 2013,,"Securities Exchange Act of 1934, Municipal Advisors","of a firm) and by the designated agent for service of process – and each of thesignatures must be notarized.  After the signatures and notarizations are completed,Form MA -NR must be attached in PDF format to the Form MA or Form MA -I."
MA,Sept. 2013,,"Securities Exchange Act of 1934, Municipal Advisors",later than 90 days after the end of its fiscal year (calendar year for sole proprietors).  Form MA also must be amended promptly during the year to reflect changes as described in these instructions.  Form MA- I must be filed by every municipal advisory firm  with respect to each 
MA,Sept. 2013,,"Securities Exchange Act of 1934, Municipal Advisors","name in this field, the signatory acknowledges and represents that the entry constitutes inevery way, use, or aspect, his or her legally binding signature.  Submit the signed formelectronically with the Commission .  Note that if the individual is a  non- resident , you"
MA,Sept. 2013,,"Securities Exchange Act of 1934, Municipal Advisors",an amendment to Form MA with the new MA-NR attached.  No other changes to anyinformation in Form MA need be made in the amendment if not otherwise required.)This inclu des any change to the name or address of the non-resident municipal advisory
MA,Sept. 2013,,"Securities Exchange Act of 1934, Municipal Advisors","other arrangement to support payment of all or part of the obligations of the municipalsecurities to be sold in an offering of municipal securities.  This term does not include: (i)providers of municipal bond insurance, letters  of credit, or other liquidity facilities; (ii) a"
MA-W,April 2014,SEC2901,"Securities Exchange Act of 1934, Municipal Advisors"," If registrant answered “yes” to Item 3A, Item 3B, or Item 5, complete Schedule W2, disclosing the nature and amount of the registrant’s assets and liabilities and net worth as of the last day of the month prior to the filing of this Form MA -W.   "
MSD,May 2018,SEC1534,Municipal Securities,"section 15B(a) of the Securities Exchange Act of 1934 (the “Act”), or to amend such application. If applicant is a department or division of a bank, the application or amendment shall be deemed to have been made by the bank on behalf of the applicant. "
MSD,May 2018,SEC1534,Municipal Securities,"any of the information previously submitted to the Commission becomes incomplete or inaccurate. Where an item is being amended, only those items which are being amended or which have changed since the previous filing need to be filed, except that a comple ted "
MSD,May 2018,SEC1534,Municipal Securities,"national banks, or departments or divisions of such banks, must file Form MSD with the Comptroller of the Currency, Credit & Market Risk, 250 E Street, SW, MS 9-14, Washington, D.C. 20219; applicants which are State member banks of the Federal Reserve System, or departments or division of such banks, must file Form MSD with the Board of Governors of the Federal Reserve System, Risk Policy Section, Mail Stop 1810, 20th and C Streets, NW, Washington, D.C. 20551; applicants which are banks insured by "
MSD,May 2018,SEC1534,Municipal Securities,"the applicant is succeeding to and continuing the business of another registered municipal securities dealer, the box marked “a successor application” should be checked. If a bank registered as a municipal securities dealer determines it would prefer to register as a separately identifiable department or division, or the converse, it is necessary that (i) the applicant file a Form MSD, indicating in Item 1 that it is a “successor application” and (ii) the currently registered entity file a Form MSDW to withdraw its registration. Pursuant to Securities Exchange Act Rule 15Ba2-4, 17 CFR 240.15Ba2-4, if a municipal securities dealer succeeds to and continues the business of another registered municipal securities dealer, the registration of the predecessor shall be d eemed "
MSD,May 2018,SEC1534,Municipal Securities,"senior officers or directors of the applicant or of the bank of which applicant is a part, or of a parent bank holding company, may be deemed to be in direct or indirect control of such activities. Schedule A is not required for any person named in response t o "
MSD,May 2018,SEC1534,Municipal Securities,the Commission is authorized to solicit the information required to be supplied by this form from applicants for registration as a municipal securities dealer (and persons associated with applicants). Disclosure of the information specified on this form is mandatory prior to processing of applications for registration as a municipal securities dealer . The information will be used for 
MSD,May 2018,SEC1534,Municipal Securities,"change Commission pursuant to section 15B(a) of the Securities Exchange Act of 1934 (the “Act”) or to amend such applica­tion. If applicant is a department or division of a bank, the application or amendment shall be deemed to have been made by the bank on behalf of the applicant. Read all instructions before preparing the Form. If this Form is filed as an amendment, only a completed page one, a completed and signed execution page, and those items which are being amended or which have changed since the previous filing need to be filed. Please print or type all responses "
MSD,May 2018,SEC1534,Municipal Securities,"bank and any such person has been designated by the board of directors of the bank as responsible for the day-to­day conduct of the bank’s municipal securities dealer activities, so indicate in Schedule B and explain why such person is not named in item 5. "
MSD,May 2018,SEC1534,Municipal Securities,"in the management, direction, supervision or performance of any of the applicant’s municipal securities dealer activities, or who directly or indirectly controls any of such activities or who is directly or indirectly controlled by applicant in connection with any of such activities, including any employee: "
MSD,May 2018,SEC1534,Municipal Securities,"(viii) Has been found to have been a cause of (1) the denial, suspension, or revocation of any person’s membership or participation in, or registration with the Securities and Exchange Commission, any jurisdiction, or any self-regulatory organization, (2) any bar or suspension of any person from being associated with a broker, dealer, municipal securities dealer, or member of a self-regulatory organization, YES NO "
MSD,May 2018,SEC1534,Municipal Securities,"circumstances under which it was made, false and misleading with respect to any material fact, or has omitted to state any material fact, which was required to be stated, in any application for membership or participation in, or to become associated with a member of, a self-regulatory organization, in any report required to be filed with a self-regulatory organization, or in any proceeding before a self-regulatory YES NO "
MSD,May 2018,SEC1534,Municipal Securities,"of the voting securities, or has at any time directly or indirectly through agreement or otherwise exercised or had the power to exercise a controlling influence over the management or policies of, a broker or dealer or municipal securities dealer which has been adjudicated bankrupt or a broker or dealer for which a YES NO "
MSD,May 2018,SEC1534,Municipal Securities,"municipal securities dealer or to which application has been made should be listed in item 3. If any license or registration listed therein is of a restricted nature or has been suspended or if any license or registration not listed in item 3 was terminated, or withdrawn or voluntarily terminated, explain fully on Schedule C. "
MSD,May 2018,SEC1534,Municipal Securities,"is a part in which applicant’s municipal securities dealer activities are conducted, specifying the name and location of each such unit and the nature of the municipal securities dealer activities conducted in each such unit. Indicate on Schedule C whether any business activities other than municipal securities dealer activities are conducted in any such unit, and describe the nature of such other activities. "
MSD,May 2018,SEC1534,Municipal Securities,"activities are maintained, including their location, how such records are collected and retrieved, the period of time required to collect or retrieve any such record, the category of employees having authority to collect or retrieve such records, and the name of each person who supervises the maintenance of such records. "
MSD,May 2018,SEC1534,Municipal Securities,"If the answer to (h) is “yes,” explain fully on Schedule C, setting forth the name of each such person if such person is named in item 5 or the function performed by each such person if not so named, and the nature of each such person’s activities other than municipal securities dealer activities. If any of such other activities with respect to municipal securities are performed by applicant, so specify on Schedule C. "
MSD,May 2018,SEC1534,Municipal Securities,"applicant is a department or division of a bank, on behalf of, and with the authority of, the bank named in item 2(d). The undersigned represents that the information and statements contained herein, including exhibits attached hereto and other information filed herewith, all of which are made a part hereof, are, to the best of the undersigned’s knowledge and belief and on the basis of diligent inquiry, current, true, and complete. The undersigned further represents that to the extent any information previously submitted is not amended, such information is, to the best of the undersigned’s knowledge and belief and on the basis of diligent inquiry, current, true, and complete. "
MSDW,Dec. 2013,SEC1588,Municipal Securities,Persons who are to respond to the collection of information contained in this form are not SEC1588 (2-08)required to respond unless the form displays a currently valid OMB control number. 8.Are there any unsatisfied judgments or liens against registrant? Yes No
MSDW,Dec. 2013,SEC1588,Municipal Securities,"shall become effective for all matters on the 60th day after the filing thereof with the Commission or within such shorter period of time as the Commission may determine. If a notice to withdraw from registration is filed with the Commission at any time subsequent to the date of the issuance of a Commission order instituting proceedings pursuant to Section 15B(c) to censure, place limitations on the activities, functions or operations of, or suspend or revoke the registration of, such municipal securities dealer, or if, before the effective date of the notice of withdrawal pursuant to this paragraph (b), the Commission institutes such a proceeding or a proceeding to impose terms or conditions upon such withdrawal, the notice of withdrawal shall not become effective pursuant to this paragraph (b) except at such time and upon such terms and conditions as the Commission deems necessary or appropriate in the public interest or for the protection of investors. "
MSDW,Dec. 2013,SEC1588,Municipal Securities,"5.	If the space provided for any answer is insufficient, the complete answer should be prepared on a separate sheet under the heading “Answerto Item ____ ” and attached to the Form. Reference thereto must be made on the Form under the Item."
MSDW,Dec. 2013,SEC1588,Municipal Securities,"6.	A Form MSDW which is not completed and signed properly may be returned as not acceptable for filing. Acceptance of this Form, however, will not mean that the Commission has found that it has been filed as required or that the information submitted is true, correct, or complete."
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies","and prospective investors. A Fund’s prospectus should clearly disclose the fundamental characteristics and investment risks of the Fund, using concise, straightforward, and easy to understand language. A Fund should use document design techniques that promote effective communication. The prospectus should emphasize the Fund’s overall investment approach and strategy.  "
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies",include only as much information as is necessary to enable an average or typical investor to understand the particular characteristics of the Fund. The prospectus should avoid: including lengthy legal and technical discussions; simply restating legal or regulatory requirements to which Funds generally are subject; and disproportionately emphasizing possible investments or activities of the Fund that are not a significant par t of the Fund’s investment operations. Brevity is especially important in describing the 
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies","practices or aspects of the Fund’s operations that do not differ materially from those of other investment companies. Avoid excessive detail, technical or legal terminology, and complex language. Also avoid lengthy sentences and paragraphs that may make the prospectus difficult for many investors to understand and detract from its usefulness . "
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies","appropriate in the public interest or for the protection of investors to be in the prospectus, but that some investors may find useful. Part B affords the Fund an opportunity to expand discussions of the matters described in the prospectus by including additional information that the  Fund believes may be of "
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies","(a) Organization of Information. Organize the information in the prospectus and SAI to make it easy for investors to understand. Notwithstanding rule 421(a) under the Securities Act regarding the order of information required in a prospectus, disclose the information required by Items 2 through 8 in numerical order at the front of the prospectus. Do not precede these Items with any other Ite m except "
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies","(b) Other Information. A Fund may include, except in response to Items 2 through 8, information in the prospectus or the SAI that is not otherwise required. For example, a Fund may include charts, graphs, or tables so long as the information is not incomplete, inaccurate, or misleading and does not, because "
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies","(ii) Paragraph (a) requires Funds to disclose the information required by Items 2 through 8 in numerical order at the front of the prospectus and not to precede Items 2 through 8 with other information. Except as permitted by paragraph (c)(iii), a prospectus that contains information about more than one Fund must present all of the information required by Items 2 through 8 for each Fund sequentially and may not integrate the information for more than one Fund together. "
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies","identify the name of the relevant Fund at the beginning of the information for the Fund that is required by Items 2 through 8. A Multiple Class Fund may present the information required by Items 2 through 8 separately for each Class or may integrate the information for multiple Classes, although the order of the information must be as prescribed in Items 2 through 8. For example, the prospectus may present all of the Item 2 (Risk/Return Summary: Investment Objectives/Goals) information f or several Classes followed by all of the Item 3 (Risk/ Return Summary: Fee Table) "
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies","with the Form’s intent to disclose the information required by Items 2 through 8 in a standard order at the beginning of the prospectus. For a Multiple Class Fund, clearly identify the relevant Classes at the beginning of the Items  2 through 8 information for those Classes.  "
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies","(iii) A prospectus that contains information about more than one Fund may integrate the information required by any of Items 6 through 8 for all of the Funds together, provided that the information contained in any Ite m that is  integrated is identical for all Funds covered in the prospectus. If the "
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies","information required by any of Items 6 through 8 is integrated pursuant to this paragraph, the integrated information should be presented immediately following the separate presentations of Item 2 through 8 information for individual Funds. In addition, include a statement containing the following information in each Fund’s separate presentation of Item 2 through 8 information, in the location where the integrated information is omitted: “For important information about [purchase and sale of fund shares], [tax information], and [financial intermediary compensation], please turn to [identify section heading and page number of prospectus].  "
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies","under section 403(b) or 457 of the Internal Revenue Code (26 U.S.C. 403(b) or 457), a variable contract as defined in section 817(d) of the Internal Revenue Code (26 U.S.C. 817(d)), or a similar plan or arrangement pursuant to which an investor is not taxed on his or her investment in the Fund until the investment is sold; or "
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies",(e) Dates. Rule 423 under the Securities Act [17 CFR 230.423] applies to the dates of the prospectus and the SAI. The SAI should be made available at the same time that the prospectus becomes available for purposes of rules 430 and 460 under the Securities Act [17 CFR 230.430 and 230.460].  
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies",(i)  An Interactive Data File (§232.11 of this chapter) is required to be submitted to the Commission in the manner provided by rule 405 of Regulation S-T (§232.405 of this chapter) for any registration statement or post- effective amendment thereto on Form N-1A that includes or 
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies","to paragraphs (b)(1)(i), (ii), (v), or (vii) of rule 485 under the Securities Act [17 CFR 230.485(b)], the Interactive Data File must be submitted either with the filing, or as an amendment to the registration statement to which the Interactive Data Filing relates that is submitted on or before the date the post- effective amendment that "
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies","(ii) An Interactive Data File is required to be submitted to the Commission in the manner provided by rule 405 of Regulation S-T for any form of prospectus filed pursuant to paragraphs (c) or (e) of rule 497 under the Securities Act [17 CFR 230.497(c) or (e)] that includes information provided in response to Items 2, 3, or 4 that varies from the registration s tatement. The "
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies",All incorporation by reference must comply with the requirements of this Form and the following rules on incorporation by reference: rule 411 under the Securities Act [17 CFR 230.411] (general rules on incorporation by reference in a prospectus); rule 303 of Regulation S– T [1 7 CFR 232.303] (specific 
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies","annual reports, free of charge, on or through the Fund’s Web site at a specified Internet address. If the Fund does not make its SAI and shareholder reports available in this manner, disclose the reasons why it does not do so (including, where applicable, that the Fund does not have an Internet Web site).  "
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies","may be purchased or sold. When a Fund (or financial intermediary through which shares of the Fund may be purchased or sold) receives a request for the SAI, the annual report, the semi-annual report, or other information such as financial statements that the Fund files on "
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies","(2) A statement whether and from where information is incorporated by reference into the prospectus as permitted by General Instruction D. Unless the information is delivered with the prospectus, explain that the Fund will provide the information without charge, upon request (referring to the telephone number "
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies",from the Fund’s assets or charged to all shareholder accounts. The amount of expenses deducted from the Fund’s assets are the amounts shown as expenses in the Fund’s statement of operations (including increases resulting from complying with paragraph 2(g) of rule 6- 07 of 
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies","to expenses that are distinguished by their unusual nature and by the infrequency of occurrence. Unusual nature means the expense has a high degree of abnormality and is clearly unrelated to, or only incidentally related to, the ordinary and typical activities of the fund, taking into account the environment in which the fund operates. Infrequency of occurrence means the expense is not reasonably expected to recur in the foreseeable future, taking into consideration the environment in which the fund operates. The environment of a fund includes such factors as the characteristics of the industry or industries in which it operates, the geographical location of its operations, and the nature and extent of governmental regulation. If extraordinary expenses were incurred that materially affected the Fund’s “Other Expenses,” disclose in a footnote to the table what “Other Expenses” would have been had the extraordinary expenses been included. "
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies","Fund’s most recent fiscal year, but include in expenses amounts that would have been incurred absent expense reimbursement or fee waiver arrangements. If the Fund has changed its fiscal year and, as a result, the most recent fiscal year is less than three months, use the fiscal year prior to the most recent fiscal year as the basis for determining “Annual Fund Operating Expenses.”  "
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies","“Acquired Fund Fees and Expenses.” Disclose in the subcaption fees and expenses incurred indirectly by the Fund as a result of investment in shares of one or more Acquired Funds. For purposes of this item, an “Acquired Fund” means any company in which the Fund invests or has invested during the relevant fiscal period that (A) is an investment company or (B) would be an investment company under section 3(a) of the Investment Company Act (15 U.S.C. 80a -3(a)) "
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies","term in parentheses following the subcaption title. In the event the fees and expenses incurred indirectly by the Fund as a result of investment in shares of one or more Acquired Funds do not exceed 0.01 percent (one basis point) of average net assets of the Fund, the Fund may include these fees and expenses under the subcaption “Other Expenses” in lieu of this disclosure  requirement.  "
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies","the end of the previous fiscal year) and the amounts invested in the Acquired Fund no less frequently than monthly during the period the investment is held by the Fund (if the investm ent was held through the end of the fiscal year, use each month -end through and "
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies","including the fiscal year end). Divide the numerator by the number of measurement points included in the calculation of the numerator (i.e., if an investment is made during the fiscal year and held for 3 succeeding months, the denominator would be 4).  "
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies",(iv) A New Fund should base the Acquired Fund fees and expenses on assumptions as to the specific Acquired Funds in which the New Fund expects to invest. Disclose in a footnote to the table that Acquired Fund fees and expenses are based on estimated amounts for the 
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies",bracketed words when sales charges (loads) are charged on reinvested capital gains distributions or returns of capital. Reflect any shareholder account fees collected by more than one Fund by dividing the total amount of the fees collected during the most recent fiscal year 
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies","(e) Reflect any deferred sales charge (load) by assuming redemption of the entire account at the end of the year in which the sales charge (load) is due. In the case of a deferred sales charge (load) that is based on the Fund’s net asset value at  the time of payment, assume that the net "
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies",the most recent fiscal year (or for such shorter period as the Fund has been in operation). Disclose the period for which the information is provided if less than a full fiscal year. A Fund that is a Money Market Fund may omit the portfolio turnover information required by this Item.  
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies","fluctuate, when you sell your shares they may be worth more or less than what you originally paid for them. The Fund may impose a fee upon sale of your shares. The Fund generally must impose a fee when net sales of Fund shares exceed certain levels. An investment in the Fund is not a bank account and is not insured or guaranteed by the Federal Deposit Insurance Corporation or any other government agency. The Fund’s sponsor is not required to "
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies","value of your investment at $1.00 per share, it cannot guarantee it will do so. The Fund may impose a fee upon sale of your shares. An investment in the Fund is not bank account and is not insured or guaranteed by the Federal Deposit Insurance Corporation or any "
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies","You could lose money by investing in the Fund. Although the Fund seeks to preserve the value of your investment at $1.00 per share, it cannot guarantee it will do so. An investment in the Fund is not a bank account and is not insured or guaranteed by the Federal Deposit Insurance Corporation or any other government agency. The Fund’s sponsor is not required  "
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies","affiliated person of such a person, has contractually committed to provide financial support to the Fund, and the term of the agreement will extend for at least one year following the effective date of the Fund’s registration statement, the statement specified in Item 4(b)(1)(ii)(A), Item 4(b)(1)(ii)(B), or Item 4(b)(1)(ii)(C) may omit the last sentence (“The Fund’s sponsor is not required to reimburse the Fund for losses, and you should not expect that the sponsor  will provide financial support to the Fund at any time, including during "
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies","periods of market stress.”). For purposes of this Instruction, the term “financial support” includes any capital contribution, purchase of a security from the Fund in reliance on § 270.17a -9, purchase of any defaulted or devalued security at par, execution of letter of "
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies","credit or letter of indemnity, capital support agreement (whether or not the Fund ultimately received support), performance guarantee, or any other similar action reasonably intended to increase or stabilize the value or liquidity of the fund’s portfolio; however, the term “financial support” excludes any routine waiver of fees or reimbursement of fund expenses, routine inter -fund lending, routine inter -fund purchases of  fund shares, or any action that "
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies","performance). Provide a statement to the effect that the Fund’s past performance (before and after taxes) is not necessarily an indication of how the Fund will perform in the future. If applicable, include a statement explaining that updated performance information is available and providing a Web site address and/or toll -free (or collect) telephone number where the updated information may "
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies","(ii) If the Fund has annual returns for at least one calendar year, provide a bar chart showing the Fund’s annual total returns for each of the last 10 calendar years (or for the life of the Fund if less than 10 years), but only for  periods subsequent to the effective date of the Fund’s registration "
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies","(C) average annual total return (after taxes on distributions and redemption). A Money Market Fund should show only the returns described in clause (A) of the preceding sentence. All returns should be shown for 1 -, 5-, and 10 - calendar year pe riods ending on the date of the most recently "
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies","completed calendar year (or for the life of the Fund, if shorter), but only for periods subsequent to the effective date of the Fund’s registration statement. The table also should show the returns of an appropriate broad -based securities market index as defined in Instruction 5 to Item 27(b) (7) for the "
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies","[Effective January 23, 2023, Item 4(b)(2)(iii) appears as follows, pursuant to Tailored Shareholder Reports for Mutual Funds and Exchange-Traded Funds; Fee Information in Investment Company Advertisements, Investment Company Act Release No. 34731 (Oct. 26, 2022) [87 FR 72758 (Nov. 25, 2022). More information about compliance dates may be found in this  release.]  "
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies","(iii) If the Fund has annual returns for at least one calendar year, provide a table showing the Fund’s (A) average annual total return; (B) average annual total return (after taxes on distributions); and (C) average annual total return (after taxes on distributions and redemptions). A Money Mark et "
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies","(a) Provide annual total returns beginning with the earliest calendar year. Calculate annual returns using the Instructions to Item 13(a), except that the calculations should be based on calendar years. If a Fund’s shares are sold subjec t to a sales load or account  fees, state that sales loads  or "
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies","(c) If the Fund selects an index that is different from the index used in a table for the immediately preceding period, explain the reason(s) for the selection of a different index and provide information for both the newly sele cted and the former index.  "
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies","(a) When a Multiple Class Fund presents information for more than one Class together in response to Item 4(b)(2), provide annual total returns in the bar chart for only one of those Classes. The Fund can select which Class to include ( e.g., the oldest Class, the Class with the greatest net "
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies",footnote that the returns are for a Class that is not presented that would have substantially similar annual returns because the shares are invested in the same portfolio of securities and the annual returns would differ only to the extent that the Classes do not have the same expenses. Include 
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies","(d) If a Multiple Class Fund offers a Class in the prospectus that converts into another Class after a stated period, compute average annual total returns in the table by using the returns of the other Class for the  period after conversion.  "
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies","10 calendar years, the Fund may begin the bar chart and the performance information in the table on the date that the current adviser began to provide advisory services to the Fund subject to the conditions in Instruction 11 of Item 27(b)(7).  "
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies","last 10 calendar years, the Fund may begin the bar chart and the performance information in the table on the date that the current adviser began to provide advisory services to the Fund subject to the conditions in Instruction 13 of Item 27A(d)(2).  "
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies","portfolio, need not identify each such sub-adviser, except that the Fund must identify any sub-adviser that is (or is reasonably expected to be) responsible for the management of a significant portion of the Fund’s net assets. For purposes of this paragraph, a significant portion of a Fund’s net assets generally will be deemed to be 30% or more of the Fund’s net assets. "
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies","Fund’s portfolio, information in response to this Item is required for each member of such committee, team, or other group. If more than five persons are jointly and primarily responsible for the day- to-day management of t he Fund’s portfolio, the Fund need only "
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies","interval throughout the fiscal year is determined, sort the spreads from lowest to highest. If there is an odd number of spread intervals, then the median is the middle number. If there is an even number of spread intervals, then the median is the average between the two middle numbers. Express the spread as a percentage, rounded to the nearest hundredth percent.  "
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies","(c) Risks. Disclose the principal risks of investing in the Fund, including the risks to which the Fund’s particular portfolio as a whole is expected to be subject and the circumstances reasonably likely to affect adversely the Fund’s net asset value, yield, or total return.  "
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies","litigation incidental to the business, to which the Fund or the Fund’s investment adviser or principal underwriter is a party. Include the name of the court in which the proceedings are pending, the date instituted, the principal parties involved, a description of the factual basis al leged to underlie the "
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies","(1) An explanation that the price of Fund shares is based on the Fund’s net asset value and the method used to value Fund shares (market price, fair value, or amortized cost); except that if the Fund is an Exchange- Traded Fund, an explanation that the price of  Fund shares is based on a market price.  "
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies","(7) The number of days following receipt of shareholder redemption requests in which the fund typically expects to pay out redemption proceeds to redeeming shareholders. If the number of days differs by method of payment ( e.g., check, wire, automated clearing house), then disclose the typical number of "
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies","or discount) for the most recently completed calendar year, and the most recently completed calendar quarters since that year (or the life of the Fund, if shorter). The Fund may omit the information required by this paragraph if it satisfies the requirements of paragraphs (c)(1)(ii) -(iv) and (c)(1)(vi) of Rule 6c -11 "
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies","or transactions to which the arrangements apply and state each different breakpoint as a percentage of both the offering price and the net amount invested. If applicable, state that additional information concerning sales load breakpoints is available in the Fund’s SAI. "
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies","of purchase for a shareholder to inform the Fund or his or her financial intermediary of the existence of other accounts in which there are holdings eligible to be aggregated to meet sales load breakpoints. Describe any information or records, such as account statements, that it may be necessary for a shareholder to provide to the Fund or his or her financial intermediary in order to verify his or her eligibility for a breakpoint discount. This description must include, if applicable: "
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies","specified Internet address, and in a clear and prominent format, the information required by paragraphs (a)(1) through (a)(4) and Item 23(a), including whether the Web site includes hyperlinks that facilitate access to the information. If the Fund does not make the  information required by "
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies","by paragraph (a)(1) of this Item 12; must be presented in a clear, concise, and understandable manner; and must include tables, schedules, and charts as expressly required by paragraph (a)(1) of this Item 12 or where doing so would facilitate understanding. "
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies","(3) If a Multiple Class Fund offers in the prospectus shares that provide for mandatory or automatic conversions or exchanges from one Class to another Class, provide the information required by paragraphs (a) and (b) for both the shares offered  and the Class into which the shares may be "
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies","The financial highlights table is intended to help you understand the Fund’s financial performance for the past 5 years [or, if shorter, the period of the Fund’s operations]. Certain information reflects financial results for a single Fund share. The total returns in the table represent the rate that an investor would have earned [or lost] on an investment in the Fund (assuming reinvestment of all dividends and distributions). This information has been audited by  , whose report, along with the Fund’s financial "
N-1A,Oct. 2023,SEC2052,"Investment Company Act of 1940, Investment Companies",periods subsequent to the effective date of the Fund’s registration statement. Also present the information for the period between the end of the latest fiscal year and the date of the latest balance sheet or s tatement of assets and liabilities. When a period in the 
